,x,y,z,pred_x,pred_y,pred_z
1555,-329.82,180.689,-110.81,-216.73598,147.56572,-85.99147
1556,-329.745,180.548,-110.809,-218.44467,149.34773,-86.10864
1557,-329.63,180.329,-110.809,-208.10646,144.72282,-84.47943
1558,-329.555,180.188,-110.809,-211.95412,146.27187,-86.45438
1559,-328.888,178.929,-110.807,-219.32565,149.59222,-89.33315
1560,-328.799,178.762,-110.807,-209.91475,145.76884,-87.635956
1561,-328.575,178.338,-110.806,-212.51077,144.70415,-89.053375
1562,-328.357,177.927,-110.806,-211.82657,146.35725,-88.86928
1563,-328.126,177.49,-110.805,-205.932,142.48907,-89.108765
1564,-327.969,177.194,-110.805,-204.43776,141.33917,-90.32249
1565,-327.731,176.745,-110.805,-203.72586,142.1018,-89.14972
1566,-327.472,176.256,-110.804,-204.73073,141.80147,-88.60628
1567,-327.219,175.781,-110.804,-206.54205,143.61627,-87.96376
1568,-327.048,175.46,-110.804,-210.22818,146.96457,-88.49546
1569,-326.987,175.344,-110.804,-206.73106,143.9064,-86.583374
1570,-326.829,175.049,-110.804,-210.34695,146.12415,-88.90062
1571,-326.686,174.779,-110.803,-202.30887,139.61922,-85.937904
1572,-326.604,174.625,-110.803,-199.83206,139.59433,-86.87272
1573,-326.358,174.162,-110.803,-204.25826,139.02399,-87.47872
1574,-326.098,173.674,-110.803,-190.18436,133.6187,-85.62877
1575,-325.859,173.224,-110.803,-193.1182,129.81284,-86.69446
1576,-325.634,172.8,-110.802,-188.33261,125.67443,-85.274734
1577,-325.375,172.312,-110.802,-188.18607,125.01694,-86.191414
1578,-325.117,171.824,-110.802,-193.2457,123.0242,-89.26659
1579,-324.872,171.361,-110.801,-187.67976,121.55828,-86.83724
1580,-324.702,171.04,-110.801,-182.8563,119.83721,-86.523735
1581,-324.443,170.552,-110.801,-183.03926,119.19079,-87.39881
1582,-324.191,170.077,-110.801,-178.97691,116.91422,-84.13047
1583,-323.933,169.588,-110.8,-189.36652,120.97788,-87.005005
1584,-323.756,169.254,-110.8,-188.35919,118.204704,-85.7295
1585,-323.511,168.792,-110.8,-187.97035,119.53259,-87.44632
1586,-323.245,168.291,-110.8,-183.27481,115.908714,-85.850555
1587,-322.98,167.79,-110.799,-178.33426,114.65235,-85.40302
1588,-322.803,167.456,-110.799,-178.77173,117.59926,-85.64041
1589,-322.578,167.032,-110.799,-175.54791,115.182045,-83.873856
1590,-322.32,166.543,-110.799,-171.35939,117.69224,-85.22305
1591,-322.061,166.055,-110.798,-178.8299,116.623184,-85.63702
1592,-321.884,165.721,-110.798,-169.34013,110.770996,-85.54492
1593,-321.66,165.298,-110.795,-170.78642,114.792656,-86.95826
1594,-321.394,164.797,-110.783,-170.39728,115.21309,-87.82872
1595,-321.129,164.297,-110.78,-165.91794,111.19905,-85.41409
1596,-320.979,164.014,-110.779,-173.72739,114.972916,-88.75469
1597,-320.911,163.886,-110.778,-169.07855,116.135025,-87.12331
1598,-320.74,163.565,-110.777,-171.04056,115.75434,-84.8088
1599,-320.617,163.334,-110.777,-165.6233,112.984985,-84.631935
1600,-320.494,163.103,-110.776,-173.4773,115.90517,-86.08304
1601,-320.254,162.654,-110.775,-169.98703,115.96137,-87.0708
1602,-319.995,162.166,-110.774,-168.39813,113.403,-85.02659
1603,-319.749,161.703,-110.773,-164.0687,110.925995,-84.19856
1604,-319.55,161.331,-110.772,-162.96494,111.79793,-84.99895
1605,-319.291,160.843,-110.771,-159.68869,110.67542,-85.82678
1606,-319.026,160.341,-110.77,-148.84055,103.85958,-83.52049
1607,-318.781,159.879,-110.77,-158.53427,105.42428,-86.94346
1608,-318.556,159.455,-110.769,-165.5395,106.56878,-88.19766
1609,-318.271,158.915,-110.769,-163.14557,107.453,-88.813736
1610,-318.012,158.427,-110.768,-148.89856,99.95222,-86.01257
1611,-317.774,157.977,-110.768,-157.96988,105.03626,-87.09231
1612,-317.617,157.682,-110.767,-151.55339,106.18259,-86.641014
1613,-317.352,157.181,-110.767,-153.26474,102.43353,-85.6316
1614,-317.086,156.68,-110.766,-150.9402,96.25384,-83.71161
1615,-316.828,156.192,-110.766,-146.27872,96.31632,-82.626884
1616,-316.61,155.78,-110.766,-151.57631,98.59344,-83.29585
1617,-316.345,155.279,-110.765,-152.50116,99.083824,-82.93353
1618,-316.079,154.778,-110.765,-147.25156,99.36419,-81.66189
1619,-315.814,154.277,-110.765,-143.9381,102.04267,-81.76586
1620,-315.637,153.943,-110.764,-143.18523,101.79102,-81.84627
1621,-315.399,153.494,-110.764,-145.03165,98.94733,-81.925865
1622,-315.133,152.992,-110.764,-144.15015,99.36563,-83.3923
1623,-314.868,152.491,-110.764,-133.43324,92.66625,-79.92743
1624,-314.69,152.157,-110.763,-143.74281,103.00436,-85.13657
1625,-314.458,151.721,-110.763,-136.04463,96.1368,-82.478226
1626,-314.191,151.219,-110.763,-128.6097,96.30227,-79.96307
1627,-313.897,150.667,-110.763,-128.91022,99.88318,-79.99863
1628,-313.781,150.449,-110.762,-130.7752,103.314125,-81.38344
1629,-313.72,150.333,-110.762,-127.67968,101.294716,-79.86215
1630,-313.528,149.973,-110.762,-128.83038,99.973015,-79.199
1631,-313.467,149.858,-110.762,-126.53779,100.67733,-79.156006
1632,-313.173,149.305,-110.762,-135.43204,104.9859,-80.987076
1633,-312.907,148.804,-110.761,-134.66055,100.922905,-80.335144
1634,-312.703,148.419,-110.761,-130.28415,99.64838,-79.31199
1635,-312.479,147.995,-110.761,-124.232735,96.98748,-79.19758
1636,-312.193,147.455,-110.761,-121.99671,96.72623,-79.78912
1637,-311.88,146.864,-110.76,-128.13641,99.628716,-81.10947
1638,-311.676,146.479,-110.76,-124.60133,96.86384,-80.70769
1639,-311.465,146.08,-110.76,-121.39379,96.597115,-80.073166
1640,-311.206,145.592,-110.76,-121.05877,99.3907,-80.25961
1641,-310.947,145.104,-110.759,-124.97462,101.684,-80.53691
1642,-310.791,144.808,-110.759,-120.85736,100.40488,-80.78241
1643,-310.696,144.629,-110.759,-124.7173,104.00387,-81.6817
1644,-310.417,144.102,-110.759,-124.91644,101.08618,-80.44365
1645,-310.192,143.678,-110.753,-120.29836,102.87669,-81.267555
1646,-310.117,143.537,-110.752,-127.073,104.37614,-81.56122
1647,-309.791,142.921,-110.75,-127.25197,101.55571,-80.07828
1648,-309.614,142.587,-110.749,-122.27243,100.29121,-79.41736
1649,-309.532,142.433,-110.749,-124.51339,100.252144,-79.24629
1650,-309.233,141.868,-110.748,-122.84129,96.4695,-77.79385
1651,-309.001,141.432,-110.747,-119.76148,90.53467,-77.11905
1652,-308.933,141.304,-110.747,-111.49333,84.05422,-75.76851
1653,-308.661,140.79,-110.746,-109.85498,82.68058,-75.77357
1654,-308.443,140.38,-110.746,-110.35552,80.981346,-76.16611
1655,-308.375,140.251,-110.745,-117.12376,81.55831,-76.43458
1656,-308.103,139.738,-110.745,-120.63714,82.112724,-77.38995
1657,-307.96,139.468,-110.745,-109.67295,75.81482,-75.81333
1658,-307.864,139.289,-110.744,-102.3271,76.227,-76.53332
1659,-307.727,139.032,-110.744,-112.02393,79.48523,-78.17782
1660,-307.577,138.75,-110.744,-108.39632,79.04276,-76.98435
1661,-307.344,138.314,-110.743,-111.21738,80.60688,-77.43065
1662,-307.153,137.954,-110.743,-105.854485,78.93491,-78.82675
1663,-306.929,137.531,-110.742,-100.18294,74.49807,-78.08833
1664,-306.629,136.966,-110.742,-103.863625,72.276634,-78.180466
1665,-306.323,136.388,-110.742,-96.73992,75.38691,-81.23647
1666,-306.16,136.08,-110.742,-108.26472,75.22217,-81.69043
1667,-306.017,135.81,-110.741,-100.42623,74.58457,-82.37236
1668,-305.765,135.335,-110.741,-92.388405,73.06727,-82.05179
1669,-305.5,134.834,-110.741,-99.88868,73.48284,-81.15885
1670,-305.336,134.525,-110.741,-91.82523,71.05705,-80.63593
1671,-305.309,134.474,-110.741,-90.86535,72.22376,-83.49143
1672,-305.098,134.076,-110.74,-88.365364,67.10783,-81.71448
1673,-304.989,133.87,-110.737,-86.886894,68.936516,-81.45006
1674,-304.873,133.652,-110.734,-89.260376,71.19459,-82.095985
1675,-304.574,133.087,-110.732,-92.42111,73.08167,-81.35863
1676,-304.322,132.611,-110.731,-91.25004,76.25333,-81.56145
1677,-304.152,132.29,-110.73,-88.89126,78.133,-82.228096
1678,-303.9,131.815,-110.729,-95.63044,82.51134,-83.314835
1679,-303.655,131.352,-110.728,-85.77581,79.751976,-80.70503
1680,-303.403,130.877,-110.728,-89.93822,84.17699,-78.91995
1681,-303.22,130.53,-110.727,-85.9876,86.77468,-79.62375
1682,-302.995,130.107,-110.727,-84.361946,89.09971,-78.6814
1683,-302.743,129.632,-110.726,-90.18719,89.79696,-80.15195
1684,-302.492,129.157,-110.725,-88.54833,94.97805,-79.20421
1685,-302.308,128.811,-110.725,-86.3356,97.482376,-80.13251
1686,-302.096,128.413,-110.725,-86.09246,100.469055,-80.33461
1687,-301.843,127.938,-110.724,-86.93611,102.71296,-80.478226
1688,-301.583,127.45,-110.724,-89.71545,105.4455,-80.44235
1689,-301.357,127.026,-110.723,-92.08845,108.91474,-80.864105
1690,-301.173,126.68,-110.723,-92.54617,111.59856,-80.42487
1691,-300.942,126.243,-110.723,-90.71964,113.081215,-79.95923
1692,-300.683,125.755,-110.723,-89.41848,113.97526,-80.0979
1693,-300.438,125.293,-110.722,-92.35392,119.07409,-79.328766
1694,-300.275,124.985,-110.722,-91.73175,119.886536,-79.067
1695,-300.118,124.689,-110.722,-87.51028,123.02053,-80.173096
1696,-299.867,124.214,-110.722,-92.2215,126.82916,-80.382065
1697,-299.629,123.765,-110.721,-93.92254,132.61942,-81.21866
1698,-299.445,123.418,-110.715,-91.55053,128.55637,-80.29271
1699,-299.254,123.059,-110.706,-87.88908,137.41248,-80.65136
1700,-298.996,122.571,-110.703,-84.36223,137.31616,-80.73755
1701,-298.744,122.096,-110.701,-82.411545,146.81091,-82.04547
1702,-298.512,121.659,-110.7,-84.13613,153.76189,-84.42525
1703,-298.458,121.557,-110.7,-86.50042,154.77994,-83.94255
1704,-298.24,121.146,-110.699,-87.55962,154.74638,-83.651855
1705,-298.084,120.85,-110.698,-87.18621,150.9424,-83.68387
1706,-297.948,120.594,-110.697,-83.69291,150.83197,-82.3662
1707,-297.777,120.273,-110.697,-85.07538,153.89331,-83.01836
1708,-297.526,119.797,-110.696,-86.05785,154.58911,-83.12165
1709,-297.267,119.309,-110.695,-86.95744,158.09003,-83.40069
1710,-297.063,118.924,-110.694,-86.92368,156.60992,-85.44737
1711,-296.845,118.512,-110.693,-82.812416,161.4881,-86.03039
1712,-296.593,118.037,-110.693,-82.24904,161.52191,-85.39718
1713,-296.355,117.587,-110.692,-81.8901,166.76038,-86.24692
1714,-296.103,117.112,-110.692,-82.44591,164.42973,-85.9445
1715,-295.946,116.817,-110.691,-79.265656,163.10176,-85.59145
1716,-295.665,116.29,-110.691,-82.11439,160.6771,-85.37575
1717,-295.44,115.866,-110.69,-83.06158,158.80273,-85.28462
1718,-295.18,115.378,-110.689,-83.92837,160.08334,-85.63658
1719,-295.023,115.082,-110.689,-83.33521,161.16159,-87.09315
1720,-294.811,114.684,-110.689,-85.80755,161.82138,-89.01017
1721,-294.565,114.221,-110.689,-85.14396,158.01105,-89.25767
1722,-294.313,113.746,-110.688,-84.121635,156.99927,-89.32278
1723,-294.115,113.373,-110.688,-88.01504,151.90662,-88.64535
1724,-293.945,113.052,-110.688,-86.1294,150.79591,-88.931984
1725,-293.693,112.577,-110.688,-85.61051,152.61505,-89.14384
1726,-293.442,112.101,-110.687,-83.49488,152.45456,-90.33976
1727,-293.21,111.665,-110.687,-79.15719,155.54836,-90.81767
1728,-293.163,111.575,-110.687,-76.97888,151.89488,-91.98378
1729,-292.999,111.266,-110.687,-78.26556,146.01788,-91.18749
1730,-292.815,110.919,-110.687,-76.18574,141.5452,-89.61156
1731,-292.686,110.675,-110.686,-77.46939,138.41971,-90.22778
1732,-292.502,110.328,-110.686,-78.7993,138.05615,-90.29322
1733,-292.251,109.853,-110.686,-83.17675,135.74106,-89.91768
1734,-291.999,109.378,-110.686,-81.02869,137.8992,-89.41029
1735,-291.829,109.056,-110.685,-81.55251,132.22183,-89.124214
1736,-291.604,108.632,-110.685,-85.80851,134.88971,-90.48404
1737,-291.359,108.17,-110.685,-81.35636,138.4975,-90.748886
1738,-291.114,107.707,-110.685,-83.8373,133.9693,-91.29686
1739,-290.937,107.373,-110.684,-80.293846,129.56009,-90.74187
1740,-290.74,107.001,-110.684,-77.23257,130.54459,-90.84356
1741,-290.488,106.526,-110.684,-80.50085,132.17833,-90.19584
1742,-290.243,106.064,-110.684,-77.31674,139.07314,-90.708015
1743,-290.005,105.614,-110.683,-79.75291,141.39792,-91.65434
1744,-289.848,105.319,-110.683,-79.86187,142.66022,-92.00951
1745,-289.603,104.857,-110.683,-77.434685,141.91164,-92.72124
1746,-289.358,104.394,-110.683,-76.54818,141.05867,-93.33534
1747,-289.125,103.958,-110.682,-76.887,142.69952,-95.05357
1748,-288.955,103.637,-110.682,-76.39257,141.03677,-93.341385
1749,-288.743,103.239,-110.682,-75.526375,137.98856,-93.21034
1750,-288.49,102.764,-110.682,-78.82563,139.30441,-93.09006
1751,-288.23,102.276,-110.681,-80.49769,137.60025,-93.826355
1752,-288.012,101.865,-110.681,-86.29673,137.96844,-93.666245
1753,-287.958,101.762,-110.681,-82.859825,135.48225,-94.11159
1754,-287.781,101.428,-110.67,-83.39292,136.7786,-94.2367
1755,-287.631,101.146,-110.666,-82.82012,132.20798,-93.0974
1756,-287.522,100.941,-110.664,-83.090065,131.96277,-92.008545
1757,-287.305,100.53,-110.662,-84.15072,128.23286,-90.32781
1758,-287.06,100.067,-110.661,-81.02204,128.7666,-90.054085
1759,-286.808,99.5923,-110.66,-82.7456,121.88744,-88.986404
1760,-286.597,99.1943,-110.659,-83.51516,119.3258,-88.54573
1761,-286.345,98.7192,-110.657,-84.70255,115.64039,-88.358505
1762,-286.08,98.2182,-110.656,-83.17785,112.11248,-87.763275
1763,-285.841,97.7685,-110.656,-81.40538,103.77096,-85.7005
1764,-285.63,97.3702,-110.655,-81.0969,101.18977,-86.29649
1765,-285.365,96.8692,-110.654,-82.71248,101.61298,-86.67418
1766,-285.134,96.4323,-110.653,-80.44847,97.03282,-87.567535
1767,-284.936,96.0597,-110.653,-81.02726,93.51245,-88.664764
1768,-284.861,95.9184,-110.653,-81.140045,94.85045,-89.743996
1769,-284.555,95.3403,-110.652,-83.13356,93.519035,-90.85073
1770,-284.344,94.942,-110.651,-82.36036,95.47082,-91.90947
1771,-284.256,94.775,-110.651,-80.67516,92.2201,-92.26088
1772,-283.888,94.0812,-110.65,-80.23649,91.981865,-92.16344
1773,-283.765,93.8499,-110.65,-78.595535,90.20051,-91.95963
1774,-283.615,93.5673,-110.65,-79.7026,90.18641,-91.794846
1775,-283.396,93.1561,-110.649,-78.69386,89.32667,-91.56993
1776,-283.307,92.9891,-110.649,-78.65514,87.22404,-92.47924
1777,-282.999,92.4111,-110.649,-75.19449,82.622284,-92.56021
1778,-282.753,91.9486,-110.649,-76.60752,83.45221,-92.94776
1779,-282.493,91.4604,-110.648,-77.00237,86.27479,-94.167114
1780,-282.384,91.2548,-110.648,-78.24009,89.84687,-93.28748
1781,-282.064,90.651,-110.648,-77.810776,92.2247,-93.86653
1782,-281.764,90.0857,-110.648,-79.54443,95.86532,-94.26521
1783,-281.526,89.636,-110.647,-78.20927,98.146194,-95.31331
1784,-281.254,89.1221,-110.647,-77.60323,98.37798,-94.93297
1785,-280.941,88.5311,-110.647,-80.01901,101.065956,-93.801994
1786,-280.621,87.9272,-110.646,-79.18563,97.6447,-93.78607
1787,-280.403,87.5161,-110.646,-79.71462,95.61135,-92.67896
1788,-280.09,86.9251,-110.646,-81.8724,94.62985,-91.985245
1789,-279.764,86.3084,-110.645,-85.605675,93.30395,-92.36356
1790,-279.559,85.923,-110.645,-84.19689,92.48687,-91.236786
1791,-279.464,85.7431,-110.645,-81.63367,92.061485,-91.05046
1792,-279.294,85.4219,-110.645,-78.96047,90.139824,-90.938515
1793,-279.138,85.1264,-110.645,-78.79176,88.98516,-90.432144
1794,-278.865,84.6128,-110.644,-77.590996,88.847435,-90.62483
1795,-278.505,83.9323,-110.644,-76.58901,86.03652,-90.32985
1796,-278.158,83.2774,-110.644,-74.75403,82.30273,-89.40846
1797,-277.913,82.8152,-110.643,-72.40525,79.96009,-89.34822
1798,-277.552,82.1346,-110.643,-70.23484,80.328316,-89.81851
1799,-277.191,81.4541,-110.642,-67.30016,78.178604,-89.81209
1800,-276.939,80.979,-110.642,-66.567245,77.4909,-90.23217
1801,-276.584,80.3113,-110.642,-68.310684,75.21904,-89.64753
1802,-276.229,79.6439,-110.626,-67.9733,72.929405,-89.53749
1803,-275.963,79.1431,-110.623,-68.90157,73.96229,-89.99105
1804,-275.826,78.8863,-110.623,-69.68513,74.59065,-88.82893
1805,-275.573,78.4112,-110.621,-68.67759,74.88064,-89.01245
1806,-275.327,77.949,-110.62,-69.9864,73.55738,-90.05148
1807,-275.014,77.3583,-110.618,-72.30251,74.07479,-90.23253
1808,-274.626,76.6264,-110.617,-75.783165,74.43571,-91.496574
1809,-274.34,76.0869,-110.616,-80.15728,70.94787,-92.48216
1810,-273.945,75.3417,-110.615,-83.956665,67.47932,-93.68385
1811,-273.558,74.6094,-110.614,-85.23754,66.65558,-94.241234
1812,-273.251,74.0312,-110.613,-85.87713,65.45685,-93.948235
1813,-272.87,73.3117,-110.612,-86.25234,62.34751,-94.43167
1814,-272.489,72.5923,-110.611,-90.94785,61.274757,-95.206245
1815,-272.353,72.3353,-110.611,-93.55137,64.486885,-95.89406
1816,-272.156,71.9627,-110.61,-93.0034,62.92003,-95.71979
1817,-271.904,71.4873,-110.61,-96.580666,62.08406,-94.888435
1818,-271.652,71.012,-110.61,-94.97874,60.514694,-95.52338
1819,-271.257,70.2668,-110.609,-93.201584,58.282055,-95.08176
1820,-270.876,69.5473,-110.609,-93.20935,53.48673,-95.11995
1821,-270.521,68.8793,-110.608,-99.01063,52.293667,-95.64692
1822,-270.117,68.1217,-110.608,-103.747246,54.665745,-96.5325
1823,-269.762,67.454,-110.608,-110.86315,55.15734,-97.16527
1824,-269.482,66.9276,-110.607,-115.067085,54.296234,-96.749176
1825,-269.08,66.17,-110.607,-117.5938,52.055466,-96.237885
1826,-268.869,65.7719,-110.607,-121.70382,51.31746,-96.37447
1827,-268.712,65.4764,-110.606,-123.66849,50.55146,-96.88411
1828,-268.501,65.0781,-110.606,-125.27249,48.638596,-97.046295
1829,-268.256,64.6156,-110.606,-125.25488,48.787,-97.38133
1830,-267.875,63.8962,-110.605,-125.21901,50.253376,-97.76149
1831,-267.473,63.1384,-110.605,-121.2851,47.916756,-98.39434
1832,-267.154,62.5347,-110.605,-122.7925,48.297935,-99.03459
1833,-266.745,61.764,-110.604,-118.420006,46.30637,-98.7475
1834,-266.357,61.0319,-110.604,-120.780785,45.713608,-99.28905
1835,-266.003,60.364,-110.603,-118.86709,44.974194,-99.83537
1836,-265.568,59.5421,-110.603,-110.868576,43.086105,-99.35245
1837,-265.262,58.9643,-110.603,-110.465416,40.181313,-99.43016
1838,-265.098,58.6561,-110.598,-109.5507,39.67603,-99.41124
1839,-264.901,58.2838,-110.595,-110.907234,39.590706,-100.3106
1840,-264.717,57.9371,-110.594,-107.36651,37.171207,-100.242584
1841,-264.363,57.2694,-110.593,-106.51741,36.602974,-100.97156
1842,-263.975,56.5375,-110.591,-107.449,32.79065,-102.111496
1843,-263.669,55.9597,-110.59,-113.81692,32.684834,-102.619354
1844,-263.288,55.2406,-110.589,-116.71599,30.380047,-103.50788
1845,-262.92,54.5472,-110.589,-121.43632,32.121136,-103.845116
1846,-262.694,54.1235,-110.588,-125.81115,32.634598,-104.57418
1847,-262.325,53.4301,-110.587,-124.64025,32.027225,-104.531204
1848,-261.956,52.7368,-110.587,-126.71787,34.257626,-104.48012
1849,-261.847,52.5313,-110.586,-132.01373,37.23478,-104.84551
1850,-261.69,52.236,-110.586,-131.74384,37.53808,-104.9418
1851,-261.5,51.8765,-110.586,-132.18439,37.424057,-105.81527
1852,-261.377,51.6453,-110.586,-135.09427,38.004417,-105.98762
1853,-261.173,51.2601,-110.586,-137.4634,38.126213,-106.112045
1854,-260.819,50.5924,-110.585,-139.53812,38.828705,-106.42224
1855,-260.486,49.9633,-110.585,-141.2953,39.5971,-107.1908
1856,-260.302,49.6166,-110.585,-141.04022,39.40411,-107.004326
1857,-259.955,48.9617,-110.584,-142.78676,41.758713,-107.30762
1858,-259.621,48.3326,-110.569,-143.54796,44.66499,-106.277466
1859,-259.417,47.9474,-110.567,-145.95355,46.555058,-106.008514
1860,-259.138,47.4209,-110.564,-143.34741,45.653763,-105.83984
1861,-258.832,46.843,-110.563,-143.57164,46.161903,-106.03677
1862,-258.689,46.5732,-110.562,-148.12338,48.4031,-106.054565
1863,-258.505,46.2264,-110.561,-152.24193,49.633965,-106.22073
1864,-258.267,45.7769,-110.56,-152.40564,50.806698,-106.538895
1865,-258.049,45.3659,-110.559,-149.4661,48.041504,-107.190704
1866,-257.852,44.9934,-110.558,-147.68376,47.182594,-106.6956
1867,-257.559,44.4411,-110.557,-152.1597,50.09346,-107.43867
1868,-257.348,44.0429,-110.557,-151.08698,49.671906,-107.4594
1869,-257.239,43.8374,-110.556,-146.72331,46.50177,-107.59834
1870,-256.926,43.2466,-110.555,-147.47899,48.74021,-107.77754
1871,-256.634,42.6943,-110.555,-143.94191,48.29573,-108.22493
1872,-256.49,42.4246,-110.554,-145.23764,50.05107,-108.90197
1873,-256.34,42.142,-110.554,-146.83258,50.84155,-109.32554
1874,-256.046,41.5897,-110.553,-146.32486,50.020058,-109.541245
1875,-255.766,41.0631,-110.553,-146.04285,50.62747,-110.107346
1876,-255.561,40.6778,-110.552,-145.49313,49.89731,-110.319496
1877,-255.22,40.0356,-110.552,-150.61047,52.29193,-110.62556
1878,-254.913,39.4576,-110.551,-149.96643,50.35063,-110.89856
1879,-254.654,38.9695,-110.551,-152.82405,51.808235,-111.24321
1880,-254.388,38.4686,-110.551,-153.91817,51.3599,-111.00681
1881,-254.088,37.9034,-110.551,-157.01465,53.771233,-111.60786
1882,-253.788,37.3381,-110.55,-161.4448,55.78799,-112.190186
1883,-253.57,36.927,-110.55,-163.48315,56.175247,-113.09284
1884,-253.297,36.4131,-110.55,-166.33997,57.040657,-113.16257
1885,-253.01,35.8735,-110.549,-168.3858,57.94872,-112.90463
1886,-252.717,35.321,-110.549,-175.16017,60.542976,-113.44067
1887,-252.506,34.9227,-110.549,-173.43481,60.28728,-113.54809
1888,-252.227,34.3959,-110.548,-178.23973,62.39663,-113.869804
1889,-251.928,33.8306,-110.548,-178.23279,61.306732,-113.85869
1890,-251.648,33.3039,-110.548,-183.60825,62.532623,-113.78447
1891,-251.417,32.867,-110.548,-182.81937,62.797905,-112.83542
1892,-251.09,32.2503,-110.547,-184.10406,63.09201,-112.77506
1893,-250.716,31.5437,-110.547,-190.1552,65.52037,-113.044876
1894,-250.492,31.1198,-110.546,-199.64963,67.582054,-113.41778
1895,-250.233,30.6316,-110.546,-207.38547,72.70872,-113.52174
1896,-249.927,30.0536,-110.546,-219.37859,75.77048,-113.203415
1897,-249.634,29.5012,-110.546,-231.7721,80.1669,-113.79516
1898,-249.505,29.2572,-110.545,-239.83258,83.11039,-114.75114
1899,-249.253,28.7819,-110.545,-244.08943,84.54772,-114.82846
1900,-248.967,28.2425,-110.545,-254.18546,88.159096,-115.40234
1901,-248.681,27.7031,-110.544,-257.61978,91.85761,-115.58569
1902,-248.462,27.2921,-110.544,-265.724,93.19386,-115.56984
1903,-248.155,26.7143,-110.538,-269.96033,94.56169,-115.954994
1904,-247.849,26.1365,-110.536,-270.6755,94.758095,-115.53083
1905,-247.596,25.6613,-110.535,-279.8341,96.90799,-116.27147
1906,-247.412,25.3146,-110.534,-278.77255,96.83557,-116.17381
1907,-247.119,24.7624,-110.533,-282.64297,99.538536,-116.39989
1908,-246.819,24.1973,-110.532,-283.06796,99.53826,-116.02965
1909,-246.573,23.735,-110.531,-287.2445,99.94425,-115.63011
1910,-246.26,23.1442,-110.531,-292.46762,101.89192,-115.82761
1911,-245.946,22.5534,-110.53,-292.12433,102.99789,-115.75014
1912,-245.661,22.014,-110.529,-293.8233,104.50544,-115.9005
1913,-245.436,21.5901,-110.529,-289.42468,102.2006,-116.23352
1914,-245.137,21.025,-110.528,-289.66278,104.580345,-116.63175
1915,-244.83,20.447,-110.528,-285.3384,107.85804,-116.71793
1916,-244.558,19.9332,-110.528,-287.08646,109.11358,-116.47472
1917,-244.327,19.4965,-110.527,-291.2194,109.60668,-116.847145
1918,-244.027,18.9314,-110.527,-289.95505,110.13749,-116.82932
1919,-243.735,18.3791,-110.527,-288.68805,109.95955,-117.22523
1920,-243.503,17.9424,-110.526,-294.14655,111.51232,-117.67314
1921,-243.272,17.5057,-110.526,-294.8608,110.51155,-118.345764
1922,-242.979,16.9536,-110.523,-296.77167,109.6674,-118.996414
1923,-242.687,16.4015,-110.51,-297.92523,113.32535,-119.46126
1924,-242.448,15.952,-110.507,-301.73065,115.53178,-119.77411
1925,-242.237,15.5539,-110.506,-301.17883,116.71046,-120.26326
1926,-241.937,14.9888,-110.504,-300.58142,118.14337,-120.022964
1927,-241.657,14.4622,-110.503,-299.90857,118.240295,-120.48377
1928,-241.418,14.0127,-110.502,-301.46512,120.30389,-120.68567
1929,-241.207,13.6145,-110.501,-299.23572,121.39146,-120.92635
1930,-240.92,13.0751,-110.5,-302.79803,125.18846,-121.180084
1931,-240.627,12.5227,-110.499,-300.66727,123.219315,-121.147095
1932,-240.402,12.0988,-110.498,-304.84146,127.67335,-121.65054
1933,-240.163,11.6492,-110.497,-303.4655,127.23647,-122.31568
1934,-239.884,11.1224,-110.497,-305.70108,129.64807,-122.167435
1935,-239.597,10.5828,-110.496,-309.2379,130.09344,-122.70377
1936,-239.372,10.1588,-110.496,-310.42535,132.34462,-122.85529
1937,-239.161,9.76051,-110.495,-310.1337,131.52707,-123.12332
1938,-238.875,9.22086,-110.494,-313.7186,132.77429,-122.89397
1939,-238.602,8.70686,-110.494,-311.89557,133.07426,-123.37155
1940,-238.371,8.26997,-110.493,-315.3108,132.02539,-123.3777
1941,-238.14,7.83307,-110.493,-318.60138,135.15019,-124.08377
1942,-237.874,7.33191,-110.493,-319.77734,135.27551,-124.29732
1943,-237.609,6.83075,-110.493,-320.1922,136.37079,-124.60573
1944,-237.35,6.34246,-110.492,-322.19196,138.0159,-124.371704
1945,-237.132,5.93127,-110.492,-324.39984,137.93268,-124.26674
1946,-236.874,5.443,-110.492,-327.90558,139.38026,-124.23343
1947,-236.608,4.94189,-110.491,-330.82,139.91666,-124.08516
1948,-236.377,4.50505,-110.491,-332.52542,140.53922,-124.22595
1949,-236.206,4.18385,-110.491,-334.28754,143.44656,-124.731575
1950,-235.974,3.74704,-110.491,-331.28278,141.47272,-124.585846
1951,-235.722,3.2717,-110.49,-334.947,144.88681,-124.79132
1952,-235.477,2.80923,-110.49,-337.01807,145.48494,-125.15546
1953,-235.299,2.47523,-110.49,-337.09332,146.1771,-125.43143
1954,-235.129,2.15412,-110.49,-340.2593,145.54642,-125.54295
1955,-234.897,1.71756,-110.49,-342.6532,148.23306,-125.22602
1956,-234.659,1.26856,-110.489,-344.86484,148.56941,-125.401855
1957,-234.428,0.833241,-110.489,-343.63794,150.69547,-125.764145
1958,-234.327,0.641676,-110.489,-338.48718,149.0196,-126.17583
1959,-234.233,0.463329,-110.489,-331.4679,148.74207,-126.86328
1960,-234.045,0.109035,-110.492,-322.08328,151.27562,-128.50792
